ENSSHAT00000000001.1	ENSSHAG00000000001.1	CERCAM
ENSSHAT00000007407.1	ENSSHAG00000006387.1	
ENSSHAT00000007408.1	ENSSHAG00000006388.1	PCDHAC2
ENSSHAT00000007409.1	ENSSHAG00000006389.1	CDHR2
ENSSHAT00000007410.1	ENSSHAG00000006390.1	
ENSSHAT00000007411.1	ENSSHAG00000006391.1	HCFC1
ENSSHAT00000007412.1	ENSSHAG00000006392.1	ZMPSTE24
ENSSHAT00000007413.1	ENSSHAG00000006392.1	ZMPSTE24
ENSSHAT00000007414.1	ENSSHAG00000006393.1	TNFRSF19
ENSSHAT00000007415.1	ENSSHAG00000006393.1	TNFRSF19
ENSSHAT00000007416.1	ENSSHAG00000006394.1	
ENSSHAT00000007417.1	ENSSHAG00000006394.1	
ENSSHAT00000007418.1	ENSSHAG00000006395.1	
ENSSHAT00000007419.1	ENSSHAG00000006396.1	HHAT
ENSSHAT00000007420.1	ENSSHAG00000006396.1	HHAT
ENSSHAT00000007421.1	ENSSHAG00000006397.1	
ENSSHAT00000007422.1	ENSSHAG00000006398.1	RPS6KA2
ENSSHAT00000007423.1	ENSSHAG00000006398.1	RPS6KA2
ENSSHAT00000007424.1	ENSSHAG00000006399.1	RNASE4
ENSSHAT00000007425.1	ENSSHAG00000006400.1	MCU
ENSSHAT00000007426.1	ENSSHAG00000006401.1	SLC47A2
ENSSHAT00000007427.1	ENSSHAG00000006402.1	CHST11
ENSSHAT00000007428.1	ENSSHAG00000006403.1	
ENSSHAT00000007429.1	ENSSHAG00000006404.1	
ENSSHAT00000007430.1	ENSSHAG00000006405.1	ENPP6
ENSSHAT00000007431.1	ENSSHAG00000006406.1	
ENSSHAT00000007432.1	ENSSHAG00000006406.1	
ENSSHAT00000007433.1	ENSSHAG00000006407.1	NXF1
ENSSHAT00000007434.1	ENSSHAG00000006408.1	
ENSSHAT00000007435.1	ENSSHAG00000006409.1	
ENSSHAT00000007436.1	ENSSHAG00000006410.1	KIAA0930
ENSSHAT00000007437.1	ENSSHAG00000006411.1	
ENSSHAT00000007438.1	ENSSHAG00000006412.1	SMPD3
ENSSHAT00000007439.1	ENSSHAG00000006413.1	ASCC1
ENSSHAT00000007440.1	ENSSHAG00000006413.1	ASCC1
ENSSHAT00000007441.1	ENSSHAG00000006414.1	NFKBIZ
ENSSHAT00000007442.1	ENSSHAG00000006415.1	SUCLA2
ENSSHAT00000007443.1	ENSSHAG00000006416.1	
ENSSHAT00000007444.1	ENSSHAG00000006417.1	RPL5
ENSSHAT00000007445.1	ENSSHAG00000006418.1	TRIM35
ENSSHAT00000007446.1	ENSSHAG00000006419.1	BACH1
ENSSHAT00000007447.1	ENSSHAG00000006419.1	BACH1
ENSSHAT00000007448.1	ENSSHAG00000006420.1	HOXC11
ENSSHAT00000007449.1	ENSSHAG00000006421.1	
ENSSHAT00000007450.1	ENSSHAG00000006421.1	
ENSSHAT00000007451.1	ENSSHAG00000006422.1	SYN2
ENSSHAT00000007452.1	ENSSHAG00000006423.1	FASTKD3
ENSSHAT00000007453.1	ENSSHAG00000006423.1	FASTKD3
ENSSHAT00000007454.1	ENSSHAG00000006423.1	FASTKD3
ENSSHAT00000007455.1	ENSSHAG00000006424.1	MARCHF2
ENSSHAT00000007456.1	ENSSHAG00000006425.1	OR4S2
ENSSHAT00000007457.1	ENSSHAG00000006426.1	
ENSSHAT00000007458.1	ENSSHAG00000006427.1	KIF1B
ENSSHAT00000007459.1	ENSSHAG00000006428.1	FKBP8
ENSSHAT00000007460.1	ENSSHAG00000006429.1	
ENSSHAT00000007461.1	ENSSHAG00000006430.1	COL11A1
ENSSHAT00000007462.1	ENSSHAG00000006431.1	
ENSSHAT00000007463.1	ENSSHAG00000006432.1	CNOT11
ENSSHAT00000007464.1	ENSSHAG00000006433.1	
ENSSHAT00000007465.1	ENSSHAG00000006434.1	SNX33
ENSSHAT00000007466.1	ENSSHAG00000006435.1	TECPR2
ENSSHAT00000007467.1	ENSSHAG00000006436.1	SCN10A
ENSSHAT00000007468.1	ENSSHAG00000006437.1	CLCA1
ENSSHAT00000007469.1	ENSSHAG00000006438.1	DDAH2
ENSSHAT00000007470.1	ENSSHAG00000006439.1	
ENSSHAT00000007471.1	ENSSHAG00000006440.1	
ENSSHAT00000007472.1	ENSSHAG00000006441.1	
ENSSHAT00000007473.1	ENSSHAG00000006442.1	
ENSSHAT00000007474.1	ENSSHAG00000006443.1	METTL6
ENSSHAT00000007475.1	ENSSHAG00000006444.1	MTMR3
ENSSHAT00000007476.1	ENSSHAG00000006445.1	
ENSSHAT00000007477.1	ENSSHAG00000006446.1	HELQ
ENSSHAT00000007478.1	ENSSHAG00000006447.1	MYL3
ENSSHAT00000007479.1	ENSSHAG00000006448.1	SKOR2
ENSSHAT00000007480.1	ENSSHAG00000006449.1	BEST3
ENSSHAT00000007481.1	ENSSHAG00000006450.1	MYLPF
ENSSHAT00000007482.1	ENSSHAG00000006451.1	A4GNT
ENSSHAT00000007483.1	ENSSHAG00000006452.1	NCK1
ENSSHAT00000007484.1	ENSSHAG00000006453.1	
ENSSHAT00000007485.1	ENSSHAG00000006454.1	
ENSSHAT00000007486.1	ENSSHAG00000006455.1	
ENSSHAT00000007487.1	ENSSHAG00000006456.1	TMED1
ENSSHAT00000007488.1	ENSSHAG00000006456.1	TMED1
ENSSHAT00000007489.1	ENSSHAG00000006457.1	SPRY4
ENSSHAT00000007490.1	ENSSHAG00000006458.1	
ENSSHAT00000007491.1	ENSSHAG00000006459.1	GPR82
ENSSHAT00000007492.1	ENSSHAG00000006460.1	TSPAN18
ENSSHAT00000007493.1	ENSSHAG00000006460.1	TSPAN18
ENSSHAT00000007494.1	ENSSHAG00000006460.1	TSPAN18
ENSSHAT00000007495.1	ENSSHAG00000006461.1	INHBC
ENSSHAT00000007496.1	ENSSHAG00000006462.1	GFI1B
ENSSHAT00000007497.1	ENSSHAG00000006463.1	
ENSSHAT00000007498.1	ENSSHAG00000006463.1	
ENSSHAT00000007499.1	ENSSHAG00000006464.1	ACOXL
ENSSHAT00000007500.1	ENSSHAG00000006465.1	SLC25A40
ENSSHAT00000007501.1	ENSSHAG00000006466.1	RASSF2
ENSSHAT00000007502.1	ENSSHAG00000006467.1	ADD2
ENSSHAT00000007503.1	ENSSHAG00000006468.1	
ENSSHAT00000007504.1	ENSSHAG00000006469.1	ELOVL7
ENSSHAT00000007505.1	ENSSHAG00000006470.1	
ENSSHAT00000007506.1	ENSSHAG00000006470.1	
ENSSHAT00000007507.1	ENSSHAG00000006470.1	
ENSSHAT00000007508.1	ENSSHAG00000006471.1	RBL2
ENSSHAT00000007509.1	ENSSHAG00000006472.1	
ENSSHAT00000007510.1	ENSSHAG00000006473.1	NT5C3A
ENSSHAT00000007511.1	ENSSHAG00000006474.1	CDKL5
ENSSHAT00000007512.1	ENSSHAG00000006474.1	CDKL5
ENSSHAT00000007513.1	ENSSHAG00000006475.1	CIITA
ENSSHAT00000007514.1	ENSSHAG00000006476.1	
ENSSHAT00000007515.1	ENSSHAG00000006477.1	AJM1
ENSSHAT00000007516.1	ENSSHAG00000006478.1	SEPTIN1
ENSSHAT00000007517.1	ENSSHAG00000006479.1	
ENSSHAT00000007518.1	ENSSHAG00000006480.1	
ENSSHAT00000007519.1	ENSSHAG00000006480.1	
ENSSHAT00000007520.1	ENSSHAG00000006481.1	
ENSSHAT00000007521.1	ENSSHAG00000006482.1	ANG
ENSSHAT00000007522.1	ENSSHAG00000006483.1	
ENSSHAT00000007523.1	ENSSHAG00000006484.1	SIL1
ENSSHAT00000007524.1	ENSSHAG00000006485.1	PPP1R10
ENSSHAT00000007525.1	ENSSHAG00000006486.1	
ENSSHAT00000007526.1	ENSSHAG00000006487.1	SEC24B
ENSSHAT00000007527.1	ENSSHAG00000006487.1	SEC24B
ENSSHAT00000007528.1	ENSSHAG00000006488.1	
ENSSHAT00000007529.1	ENSSHAG00000006489.1	PPP1R17
ENSSHAT00000007530.1	ENSSHAG00000006489.1	PPP1R17
ENSSHAT00000007531.1	ENSSHAG00000006490.1	
ENSSHAT00000007532.1	ENSSHAG00000006491.1	RAB8A
ENSSHAT00000007533.1	ENSSHAG00000006492.1	
ENSSHAT00000007534.1	ENSSHAG00000006493.1	
ENSSHAT00000007535.1	ENSSHAG00000006494.1	
ENSSHAT00000007536.1	ENSSHAG00000006495.1	C16orf87
ENSSHAT00000007537.1	ENSSHAG00000006496.1	
ENSSHAT00000007538.1	ENSSHAG00000006497.1	PHACTR4
ENSSHAT00000007539.1	ENSSHAG00000006497.1	PHACTR4
ENSSHAT00000007540.1	ENSSHAG00000006498.1	
ENSSHAT00000007541.1	ENSSHAG00000006499.1	LENG8
ENSSHAT00000007542.1	ENSSHAG00000006500.1	CPSF1
ENSSHAT00000007543.1	ENSSHAG00000006501.1	ACTN4
ENSSHAT00000007544.1	ENSSHAG00000006501.1	ACTN4
ENSSHAT00000007545.1	ENSSHAG00000006502.1	SOX6
ENSSHAT00000007546.1	ENSSHAG00000006503.1	QTRT2
ENSSHAT00000007547.1	ENSSHAG00000006504.1	SMARCD1
ENSSHAT00000007548.1	ENSSHAG00000006505.1	
ENSSHAT00000007549.1	ENSSHAG00000006506.1	SPAG1
ENSSHAT00000007550.1	ENSSHAG00000006507.1	
ENSSHAT00000007551.1	ENSSHAG00000006508.1	
ENSSHAT00000007552.1	ENSSHAG00000006509.1	DNM2
ENSSHAT00000007553.1	ENSSHAG00000006509.1	DNM2
ENSSHAT00000007554.1	ENSSHAG00000006510.1	CRTAM
ENSSHAT00000007555.1	ENSSHAG00000006511.1	
ENSSHAT00000007556.1	ENSSHAG00000006512.1	TNFSF15
ENSSHAT00000007557.1	ENSSHAG00000006513.1	
ENSSHAT00000007558.1	ENSSHAG00000006514.1	GIPC2
ENSSHAT00000007559.1	ENSSHAG00000006515.1	USP2
ENSSHAT00000007560.1	ENSSHAG00000006516.1	NCOA5
ENSSHAT00000007561.1	ENSSHAG00000006517.1	
ENSSHAT00000007562.1	ENSSHAG00000006518.1	
ENSSHAT00000007563.1	ENSSHAG00000006519.1	
ENSSHAT00000007564.1	ENSSHAG00000006520.1	
ENSSHAT00000007565.1	ENSSHAG00000006521.1	ERFE
ENSSHAT00000007566.1	ENSSHAG00000006522.1	
ENSSHAT00000007567.1	ENSSHAG00000006523.1	ACTRT2
ENSSHAT00000007568.1	ENSSHAG00000006524.1	CDH2
ENSSHAT00000007569.1	ENSSHAG00000006525.1	
ENSSHAT00000007570.1	ENSSHAG00000006525.1	
ENSSHAT00000007571.1	ENSSHAG00000006526.1	
ENSSHAT00000007572.1	ENSSHAG00000006527.1	RGS18
ENSSHAT00000007573.1	ENSSHAG00000006528.1	TENT5A
ENSSHAT00000007574.1	ENSSHAG00000006529.1	
ENSSHAT00000007575.1	ENSSHAG00000006530.1	ZC3H12B
ENSSHAT00000007576.1	ENSSHAG00000006531.1	
ENSSHAT00000007577.1	ENSSHAG00000006532.1	SCN2A
ENSSHAT00000007578.1	ENSSHAG00000006533.1	CHRD
ENSSHAT00000007579.1	ENSSHAG00000006534.1	
ENSSHAT00000007580.1	ENSSHAG00000006535.1	
ENSSHAT00000007581.1	ENSSHAG00000006535.1	
ENSSHAT00000007582.1	ENSSHAG00000006536.1	NDC1
ENSSHAT00000007583.1	ENSSHAG00000006537.1	
ENSSHAT00000007584.1	ENSSHAG00000006537.1	
ENSSHAT00000007585.1	ENSSHAG00000006538.1	BDKRB2
ENSSHAT00000007586.1	ENSSHAG00000006539.1	
ENSSHAT00000007587.1	ENSSHAG00000006539.1	
ENSSHAT00000007588.1	ENSSHAG00000006539.1	
ENSSHAT00000007589.1	ENSSHAG00000006540.1	
ENSSHAT00000007590.1	ENSSHAG00000006541.1	WDR19
ENSSHAT00000007591.1	ENSSHAG00000006542.1	DGAT2L6
ENSSHAT00000007592.1	ENSSHAG00000006543.1	C7orf57
ENSSHAT00000007593.1	ENSSHAG00000006543.1	C7orf57
ENSSHAT00000007594.1	ENSSHAG00000006544.1	
ENSSHAT00000007595.1	ENSSHAG00000006545.1	
ENSSHAT00000007596.1	ENSSHAG00000006546.1	
ENSSHAT00000007597.1	ENSSHAG00000006547.1	SFRP2
ENSSHAT00000007598.1	ENSSHAG00000006548.1	CDK5RAP3
ENSSHAT00000007599.1	ENSSHAG00000006548.1	CDK5RAP3
ENSSHAT00000007600.1	ENSSHAG00000006549.1	BRINP2
ENSSHAT00000007601.1	ENSSHAG00000006550.1	ASAH1
ENSSHAT00000007602.1	ENSSHAG00000006551.1	
ENSSHAT00000007603.1	ENSSHAG00000006552.1	
ENSSHAT00000007604.1	ENSSHAG00000006553.1	CRYBB2
ENSSHAT00000007606.1	ENSSHAG00000006555.1	DPP9
ENSSHAT00000007607.1	ENSSHAG00000006556.1	INHBE
ENSSHAT00000007608.1	ENSSHAG00000006557.1	C1GALT1
ENSSHAT00000007609.1	ENSSHAG00000006558.1	
ENSSHAT00000007610.1	ENSSHAG00000006559.1	RAD51AP1
ENSSHAT00000007611.1	ENSSHAG00000006560.1	R3HDML
ENSSHAT00000007612.1	ENSSHAG00000006561.1	
ENSSHAT00000007613.1	ENSSHAG00000006561.1	
ENSSHAT00000007614.1	ENSSHAG00000006562.1	PDE4A
ENSSHAT00000007615.1	ENSSHAG00000006563.1	PTDSS2
ENSSHAT00000007616.1	ENSSHAG00000006564.1	RPL18
ENSSHAT00000007617.1	ENSSHAG00000006565.1	
ENSSHAT00000007618.1	ENSSHAG00000006566.1	COL5A2
ENSSHAT00000007619.1	ENSSHAG00000006567.1	
ENSSHAT00000007620.1	ENSSHAG00000006568.1	
ENSSHAT00000007621.1	ENSSHAG00000006569.1	
ENSSHAT00000007622.1	ENSSHAG00000006570.1	COL25A1
ENSSHAT00000007623.1	ENSSHAG00000006570.1	COL25A1
ENSSHAT00000007624.1	ENSSHAG00000006570.1	COL25A1
ENSSHAT00000007625.1	ENSSHAG00000006571.1	LAPTM4A
ENSSHAT00000007626.1	ENSSHAG00000006572.1	NPBWR1
ENSSHAT00000007627.1	ENSSHAG00000006573.1	
ENSSHAT00000007628.1	ENSSHAG00000006574.1	
ENSSHAT00000007629.1	ENSSHAG00000006575.1	
ENSSHAT00000007630.1	ENSSHAG00000006576.1	
ENSSHAT00000007631.1	ENSSHAG00000006577.1	STARD10
ENSSHAT00000007632.1	ENSSHAG00000006578.1	
ENSSHAT00000007633.1	ENSSHAG00000006579.1	CDC42BPB
ENSSHAT00000007634.1	ENSSHAG00000006580.1	
ENSSHAT00000007635.1	ENSSHAG00000006581.1	
ENSSHAT00000007636.1	ENSSHAG00000006582.1	FRZB
ENSSHAT00000007637.1	ENSSHAG00000006583.1	JPH1
ENSSHAT00000007638.1	ENSSHAG00000006584.1	SLC25A33
ENSSHAT00000007639.1	ENSSHAG00000006585.1	
ENSSHAT00000007640.1	ENSSHAG00000006586.1	PC
ENSSHAT00000007641.1	ENSSHAG00000006587.1	BPIFB4
ENSSHAT00000007642.1	ENSSHAG00000006588.1	DCAF13
ENSSHAT00000007643.1	ENSSHAG00000006589.1	IRX5
ENSSHAT00000007644.1	ENSSHAG00000006590.1	DDX23
ENSSHAT00000007645.1	ENSSHAG00000006591.1	AGA
ENSSHAT00000007646.1	ENSSHAG00000006592.1	ETFRF1
ENSSHAT00000007647.1	ENSSHAG00000006593.1	
ENSSHAT00000007648.1	ENSSHAG00000006594.1	
ENSSHAT00000007649.1	ENSSHAG00000006594.1	
ENSSHAT00000007650.1	ENSSHAG00000006595.1	
ENSSHAT00000007651.1	ENSSHAG00000006596.1	CACFD1
ENSSHAT00000007652.1	ENSSHAG00000006597.1	EAF1
ENSSHAT00000007653.1	ENSSHAG00000006598.1	MMP15
ENSSHAT00000007654.1	ENSSHAG00000006599.1	
ENSSHAT00000007655.1	ENSSHAG00000006600.1	
ENSSHAT00000007656.1	ENSSHAG00000006601.1	HOXC10
ENSSHAT00000007657.1	ENSSHAG00000006602.1	PAMR1
ENSSHAT00000007658.1	ENSSHAG00000006602.1	PAMR1
ENSSHAT00000007659.1	ENSSHAG00000006603.1	SLC22A8
ENSSHAT00000007660.1	ENSSHAG00000006603.1	SLC22A8
ENSSHAT00000007661.1	ENSSHAG00000006604.1	
ENSSHAT00000007662.1	ENSSHAG00000006605.1	TTC39C
ENSSHAT00000007663.1	ENSSHAG00000006606.1	
ENSSHAT00000007664.1	ENSSHAG00000006607.1	SLC6A9
ENSSHAT00000007665.1	ENSSHAG00000006608.1	STX5
ENSSHAT00000007666.1	ENSSHAG00000006609.1	GIT1
ENSSHAT00000007667.1	ENSSHAG00000006610.1	PADI2
ENSSHAT00000007668.1	ENSSHAG00000006610.1	PADI2
ENSSHAT00000007669.1	ENSSHAG00000006611.1	RAC3
ENSSHAT00000007670.1	ENSSHAG00000006612.1	
ENSSHAT00000007671.1	ENSSHAG00000006613.1	NHLH1
ENSSHAT00000007672.1	ENSSHAG00000006614.1	
ENSSHAT00000007673.1	ENSSHAG00000006615.1	
ENSSHAT00000007674.1	ENSSHAG00000006616.1	CDC42EP3
ENSSHAT00000007675.1	ENSSHAG00000006617.1	
ENSSHAT00000007676.1	ENSSHAG00000006618.1	HP1BP3
ENSSHAT00000007677.1	ENSSHAG00000006619.1	MRPS23
ENSSHAT00000007678.1	ENSSHAG00000006620.1	
ENSSHAT00000007679.1	ENSSHAG00000006621.1	
ENSSHAT00000007680.1	ENSSHAG00000006622.1	RAB11A
ENSSHAT00000007681.1	ENSSHAG00000006623.1	CEP120
ENSSHAT00000007682.1	ENSSHAG00000006623.1	CEP120
ENSSHAT00000007683.1	ENSSHAG00000006624.1	TMEM245
ENSSHAT00000007684.1	ENSSHAG00000006624.1	TMEM245
ENSSHAT00000007685.1	ENSSHAG00000006625.1	
ENSSHAT00000007686.1	ENSSHAG00000006626.1	
ENSSHAT00000007687.1	ENSSHAG00000006627.1	PHPT1
ENSSHAT00000007688.1	ENSSHAG00000006628.1	GPD1
ENSSHAT00000007689.1	ENSSHAG00000006629.1	SERPINA11
ENSSHAT00000007690.1	ENSSHAG00000006630.1	FGF9
ENSSHAT00000007691.1	ENSSHAG00000006630.1	FGF9
ENSSHAT00000007692.1	ENSSHAG00000006631.1	KRAS
ENSSHAT00000007693.1	ENSSHAG00000006632.1	FNDC3B
ENSSHAT00000007694.1	ENSSHAG00000006633.1	VPS45
ENSSHAT00000007695.1	ENSSHAG00000006633.1	VPS45
ENSSHAT00000007696.1	ENSSHAG00000006634.1	
ENSSHAT00000007697.1	ENSSHAG00000006634.1	
ENSSHAT00000007698.1	ENSSHAG00000006635.1	CPSF6
ENSSHAT00000007699.1	ENSSHAG00000006636.1	
ENSSHAT00000007700.1	ENSSHAG00000006637.1	
ENSSHAT00000007701.1	ENSSHAG00000006638.1	
ENSSHAT00000007702.1	ENSSHAG00000006638.1	
ENSSHAT00000007703.1	ENSSHAG00000006638.1	
ENSSHAT00000007704.1	ENSSHAG00000006639.1	ARHGAP35
ENSSHAT00000007705.1	ENSSHAG00000006640.1	STRIP1
ENSSHAT00000007706.1	ENSSHAG00000006640.1	STRIP1
ENSSHAT00000007707.1	ENSSHAG00000006641.1	ILKAP
ENSSHAT00000007708.1	ENSSHAG00000006642.1	
ENSSHAT00000007709.1	ENSSHAG00000006642.1	
ENSSHAT00000007710.1	ENSSHAG00000006643.1	
ENSSHAT00000007711.1	ENSSHAG00000006644.1	SULT2B1
ENSSHAT00000007712.1	ENSSHAG00000006645.1	TMPRSS9
ENSSHAT00000007713.1	ENSSHAG00000006646.1	
ENSSHAT00000007714.1	ENSSHAG00000006647.1	
ENSSHAT00000007715.1	ENSSHAG00000006647.1	
ENSSHAT00000007716.1	ENSSHAG00000006648.1	
ENSSHAT00000007717.1	ENSSHAG00000006648.1	
ENSSHAT00000007718.1	ENSSHAG00000006649.1	CARTPT
ENSSHAT00000007719.1	ENSSHAG00000006650.1	GGA2
ENSSHAT00000007720.1	ENSSHAG00000006650.1	GGA2
ENSSHAT00000007721.1	ENSSHAG00000006651.1	
ENSSHAT00000007722.1	ENSSHAG00000006652.1	GLI1
ENSSHAT00000007723.1	ENSSHAG00000006653.1	
ENSSHAT00000007724.1	ENSSHAG00000006654.1	LRRC45
ENSSHAT00000007725.1	ENSSHAG00000006655.1	
ENSSHAT00000007726.1	ENSSHAG00000006656.1	
ENSSHAT00000007727.1	ENSSHAG00000006657.1	KRT34
ENSSHAT00000007728.1	ENSSHAG00000006658.1	
ENSSHAT00000007729.1	ENSSHAG00000006659.1	TCF7L1
ENSSHAT00000007730.1	ENSSHAG00000006660.1	
ENSSHAT00000007731.1	ENSSHAG00000006661.1	ANKRD22
ENSSHAT00000007732.1	ENSSHAG00000006662.1	SPINDOC
ENSSHAT00000007733.1	ENSSHAG00000006663.1	CEP170B
ENSSHAT00000007734.1	ENSSHAG00000006664.1	POGLUT1
ENSSHAT00000007735.1	ENSSHAG00000006665.1	MRPL16
ENSSHAT00000007736.1	ENSSHAG00000006666.1	
ENSSHAT00000007737.1	ENSSHAG00000006667.1	USF3
ENSSHAT00000007738.1	ENSSHAG00000006667.1	USF3
ENSSHAT00000007739.1	ENSSHAG00000006668.1	PUF60
ENSSHAT00000007740.1	ENSSHAG00000006669.1	RUBCN
ENSSHAT00000007741.1	ENSSHAG00000006670.1	
ENSSHAT00000007742.1	ENSSHAG00000006671.1	
ENSSHAT00000007743.1	ENSSHAG00000006672.1	
ENSSHAT00000007744.1	ENSSHAG00000006673.1	
ENSSHAT00000007745.1	ENSSHAG00000006674.1	
ENSSHAT00000007746.1	ENSSHAG00000006675.1	DRC7
ENSSHAT00000007747.1	ENSSHAG00000006676.1	ADRA1B
ENSSHAT00000007748.1	ENSSHAG00000006677.1	
ENSSHAT00000007749.1	ENSSHAG00000006677.1	
ENSSHAT00000007750.1	ENSSHAG00000006678.1	
ENSSHAT00000007751.1	ENSSHAG00000006679.1	BRPF3
ENSSHAT00000007752.1	ENSSHAG00000006679.1	BRPF3
ENSSHAT00000007753.1	ENSSHAG00000006680.1	CPNE3
ENSSHAT00000007754.1	ENSSHAG00000006680.1	CPNE3
ENSSHAT00000007755.1	ENSSHAG00000006681.1	
ENSSHAT00000007756.1	ENSSHAG00000006681.1	
ENSSHAT00000007757.1	ENSSHAG00000006681.1	
ENSSHAT00000007758.1	ENSSHAG00000006682.1	TBRG4
ENSSHAT00000007759.1	ENSSHAG00000006683.1	IRF5
ENSSHAT00000007760.1	ENSSHAG00000006684.1	EP300
ENSSHAT00000007761.1	ENSSHAG00000006685.1	
ENSSHAT00000007762.1	ENSSHAG00000006686.1	ADRA2B
ENSSHAT00000007763.1	ENSSHAG00000006687.1	CNTF
ENSSHAT00000007764.1	ENSSHAG00000006688.1	
ENSSHAT00000007765.1	ENSSHAG00000006689.1	
ENSSHAT00000007766.1	ENSSHAG00000006690.1	
ENSSHAT00000007767.1	ENSSHAG00000006691.1	
ENSSHAT00000007768.1	ENSSHAG00000006692.1	KCNN1
ENSSHAT00000007769.1	ENSSHAG00000006693.1	
ENSSHAT00000007770.1	ENSSHAG00000006694.1	OR5C1
ENSSHAT00000007771.1	ENSSHAG00000006695.1	ZYX
ENSSHAT00000007772.1	ENSSHAG00000006695.1	ZYX
ENSSHAT00000007773.1	ENSSHAG00000006696.1	GHITM
ENSSHAT00000007774.1	ENSSHAG00000006697.1	
ENSSHAT00000007775.1	ENSSHAG00000006698.1	
ENSSHAT00000007776.1	ENSSHAG00000006699.1	
ENSSHAT00000007777.1	ENSSHAG00000006700.1	
ENSSHAT00000007778.1	ENSSHAG00000006701.1	
ENSSHAT00000007779.1	ENSSHAG00000006702.1	SNAI3
ENSSHAT00000007780.1	ENSSHAG00000006703.1	NEUROG2
ENSSHAT00000007781.1	ENSSHAG00000006704.1	
ENSSHAT00000007782.1	ENSSHAG00000006704.1	
ENSSHAT00000007783.1	ENSSHAG00000006705.1	PDCD5
ENSSHAT00000007784.1	ENSSHAG00000006706.1	
ENSSHAT00000007785.1	ENSSHAG00000006707.1	
ENSSHAT00000007786.1	ENSSHAG00000006708.1	CFP
ENSSHAT00000007787.1	ENSSHAG00000006709.1	
ENSSHAT00000007788.1	ENSSHAG00000006710.1	CCT6B
ENSSHAT00000007789.1	ENSSHAG00000006711.1	MTRR
ENSSHAT00000007790.1	ENSSHAG00000006712.1	
ENSSHAT00000007791.1	ENSSHAG00000006713.1	
ENSSHAT00000007792.1	ENSSHAG00000006713.1	
ENSSHAT00000007793.1	ENSSHAG00000006714.1	
ENSSHAT00000007794.1	ENSSHAG00000006715.1	GALNT16
ENSSHAT00000007795.1	ENSSHAG00000006716.1	FBLIM1
ENSSHAT00000007796.1	ENSSHAG00000006717.1	KCNMB4
ENSSHAT00000007797.1	ENSSHAG00000006718.1	
ENSSHAT00000007798.1	ENSSHAG00000006719.1	ACAA1
ENSSHAT00000007799.1	ENSSHAG00000006720.1	OR4K14
ENSSHAT00000007800.1	ENSSHAG00000006721.1	NTF3
ENSSHAT00000007801.1	ENSSHAG00000006722.1	MARCHF10
ENSSHAT00000007802.1	ENSSHAG00000006723.1	
ENSSHAT00000007803.1	ENSSHAG00000006724.1	MAMDC4
ENSSHAT00000007804.1	ENSSHAG00000006724.1	MAMDC4
ENSSHAT00000007805.1	ENSSHAG00000006724.1	MAMDC4
ENSSHAT00000007806.1	ENSSHAG00000006725.1	
ENSSHAT00000007807.1	ENSSHAG00000006726.1	
ENSSHAT00000007808.1	ENSSHAG00000006726.1	
ENSSHAT00000007809.1	ENSSHAG00000006727.1	CSNK1G2
ENSSHAT00000007810.1	ENSSHAG00000006728.1	
ENSSHAT00000007811.1	ENSSHAG00000006729.1	
ENSSHAT00000007812.1	ENSSHAG00000006729.1	
ENSSHAT00000007813.1	ENSSHAG00000006730.1	
ENSSHAT00000007814.1	ENSSHAG00000006731.1	
ENSSHAT00000007815.1	ENSSHAG00000006732.1	
ENSSHAT00000007816.1	ENSSHAG00000006733.1	CTPS1
ENSSHAT00000007817.1	ENSSHAG00000006733.1	CTPS1
ENSSHAT00000007818.1	ENSSHAG00000006734.1	PHOX2A
ENSSHAT00000007819.1	ENSSHAG00000006735.1	CELA1
ENSSHAT00000007820.1	ENSSHAG00000006736.1	FFAR1
ENSSHAT00000007821.1	ENSSHAG00000006737.1	
ENSSHAT00000007822.1	ENSSHAG00000006738.1	TIMP4
ENSSHAT00000007823.1	ENSSHAG00000006739.1	TXN
ENSSHAT00000007824.1	ENSSHAG00000006740.1	SH3BGRL
ENSSHAT00000007825.1	ENSSHAG00000006740.1	SH3BGRL
ENSSHAT00000007826.1	ENSSHAG00000006740.1	SH3BGRL
ENSSHAT00000007827.1	ENSSHAG00000006741.1	
ENSSHAT00000007828.1	ENSSHAG00000006742.1	PAQR3
ENSSHAT00000007829.1	ENSSHAG00000006743.1	
ENSSHAT00000007830.1	ENSSHAG00000006744.1	
ENSSHAT00000007831.1	ENSSHAG00000006744.1	
ENSSHAT00000007832.1	ENSSHAG00000006745.1	
ENSSHAT00000007833.1	ENSSHAG00000006746.1	PSKH1
ENSSHAT00000007834.1	ENSSHAG00000006746.1	PSKH1
ENSSHAT00000007835.1	ENSSHAG00000006747.1	
ENSSHAT00000007836.1	ENSSHAG00000006748.1	CYB5A
ENSSHAT00000007837.1	ENSSHAG00000006749.1	EIF2AK3
ENSSHAT00000007838.1	ENSSHAG00000006750.1	NSD2
ENSSHAT00000007839.1	ENSSHAG00000006750.1	NSD2
ENSSHAT00000007840.1	ENSSHAG00000006751.1	
ENSSHAT00000007841.1	ENSSHAG00000006752.1	DBR1
ENSSHAT00000007842.1	ENSSHAG00000006752.1	DBR1
ENSSHAT00000007843.1	ENSSHAG00000006753.1	CHRM2
ENSSHAT00000007844.1	ENSSHAG00000006754.1	PRELID2
